rank,trader,roi,pnl,pnl_clean,vol,vol_clean,net
1031,0xcab03D02d3b7DFa31848d07C276ecE781304d9aC,-26.120716983599962,-6887.468845983716,-6887.468845983716,77070.84997399729,77070.84997399729,19378.55735596532
1032,0x73Ad5DDD92883Da3eC07Eed31922d5f6c9372d0d,-26.319235159349397,-34.1604941660654,-34.1604941660654,726.4632669846204,726.4632669846204,94.96365535029206
1033,0x2111F36bEA612A3F3e86D3C538046840AaD86490,-26.548035671372993,-52.382957255366314,-52.382957255366314,598.3519781987646,598.3519781987646,144.93091524274612
1034,0x4243e2bfe90d3d58d83860a18E2168105a4F8A69,-26.693716594256404,-4085.2985340036184,-4085.2985340036184,102647.37675771913,102647.37675771913,
1035,0x4917301CD148FA9265478f64763F71a1d0BC6B9e,-26.80758594341659,-5200.808978883137,-5200.808978883137,1024876.8489301187,1024876.8489301187,10264.708064645434
1036,0x08d1025de93FF5e86E53a370A397f37FFC920C4F,-26.89738205193906,-0.2689738205193906,-0.2689738205193906,2.9750668939150016,2.9750668939150016,0.7007455482548752
1037,0x1DDE11A4E1CA00e60688295AD237F0F889F811CA,-26.973024917178563,-7.917791329122772,-7.917791329122772,59.12675750448271,59.12675750448271,21.436689132132777
1038,0xf1cFAe1B2bE39Eb1616ecC1430B4A98914333998,-27.2485247142228,-26.585961850706216,-26.585961850706216,499.5345533697748,499.5345533697748,70.98248315515956
1039,0x176aedaA57B03A01dB691Bb5D94ceA14835D7F17,-27.299078117604182,-1334.228859368755,-1334.228859368755,36070.067672899655,36070.067672899655,3500.460923019808
1040,0x1301aaA53853Af39936f03F291c88ca3F24D1d92,-27.537338971701796,-6.93786836391479,-6.93786836391479,50.89790723759235,50.89790723759235,18.256535391089834
1041,0x4143cCcF329a680377dFC59f6BC8405e01415254,-27.672100232184864,-2467.0875840772405,-2467.0875840772405,60085.84739763496,60085.84739763496,6448.345517772472
1042,0x853A988213ef1325d02dD74735a917098B3DD9f5,-27.817854337043045,-0.3084456533701179,-0.3084456533701179,5.875566446303302,5.875566446303302,0.8003589640995441
1043,0x194f9B3D6eD5901E3Bb6E6e27dF1B015A285408E,-27.881865199906585,-3.423487535037764,-3.423487535037764,150.62960511172358,150.62960511172358,
1044,0x5d980f615Be75aB7007CEC2D0177f15e549DAB0E,-27.91648181860357,-10259.732519248022,-10259.732519248022,481813.6747816727,481813.6747816727,
1045,0xB7Eb64Aa5952183F873dF7feEB5Ab6eD90Df7700,-27.996932146830723,-920.0854065625239,-920.0854065625239,24057.84114385113,24057.84114385113,2350.340526699876
