rank,trader,roi,pnl,pnl_clean,vol,vol_clean,net
1292,0xCCFC3c6c700CeBc993016752Ab90e1C2b8412eEF,-70.99199234883434,-59391.499436174614,-59391.499436174614,1594759.7300503694,1594759.7300503694,20032.3343785936
1293,0xDbc9e41D5E083884f2Cb172bb3a17aB09a528101,-71.32382555715569,-17321.838736351816,-17321.838736351816,165926.77891969463,165926.77891969463,
1294,0x8335459a89A17Ed8ed128aa98F9AF86802DACF30,-71.46431189060635,-2419.635935437032,-2419.635935437032,17313.106400434455,17313.106400434455,
1295,0x649f69CCd077Da03dFb11f4b1daAb4B625f5E9A3,-71.51308922375004,-61384.7800774029,-61384.7800774029,155973.60602356124,155973.60602356124,24452.345326790306
1296,0x299b3082b260D445EE32c3511102d0E3Fb41cEf0,-71.59171716237911,-34530.34475656777,-34530.34475656777,302016.7981471737,302016.7981471737,
1297,0x23cFD4Fec0B37B86Fc7dc48bC644d5c6d94ac0dF,-71.59804167580292,-7775.452612955259,-7775.452612955259,74160.15059483552,74160.15059483552,3084.4151026487984
1298,0x073aBA73177668Ba1c6661A4CCddbF77dfC8809a,-71.62381185150875,-6898.636977690424,-6898.636977690424,16906.790511014337,16906.790511014337,2733.127653871985
1299,0xb888f9f40F6007C06681306bba976F5e25691E1b,-71.69914811623944,-27136.514163038537,-27136.514163038537,298248.3463026431,298248.3463026431,10523.574693337754
1300,0x9f46013D8dDb66Eab3469F72De582876F0AB1C6c,-71.78509246606876,-3798.739454266524,-3798.739454266524,26901.032814838924,26901.032814838924,1493.0827385684372
1301,0xEc8Bc2a6ae1460e385F68b3e0594B33252372151,-71.80133258619185,-60967.49548532237,-60967.49548532237,1194289.7480023196,1194289.7480023196,
1302,0xa9BdADCE387700B18a3D5c2a668395bDAdc7b76B,-71.8307673646266,-6968.002732366668,-6968.002732366668,141399.13067947532,141399.13067947532,
1303,0x1140321cCE279B4a2158571eb377669Def562Ac4,-71.91758705834724,-26569.292619906264,-26569.292619906264,300121.45342206693,300121.45342206693,
1304,0x0e7518B332F469a6A2F59E690F225cef5157cca9,-72.44451740684458,-41230.784128344465,-41230.784128344465,288368.2651777389,288368.2651777389,
1305,0x1CC96C646bb85A56c0cF7025B0c1e7E9c7E745e9,-72.56989649548525,-3474.5910343094242,-3474.5910343094242,37083.87448794506,37083.87448794506,1230.5910656209169
1306,0xb2F4d807c25D959a2D6595c207Bc709673ACA4a7,-72.84998535531662,-3046.1075091861726,-3046.1075091861726,9350.196676344207,9350.196676344207,1135.2351421941498
1307,0x6800304b221660F23f382cf5ec42AB2DfC66890f,-72.95979785250381,-121930.38727214585,-121930.38727214585,500645.55408998835,500645.55408998835,45189.575859661934
1308,0x39E5fF4aC15289C1829bA2C7986593f63E0AD148,-72.97304523767923,-107425.17555386276,-107425.17555386276,903970.577828245,903970.577828245,
1309,0x1fca97767DDAD99a51fd8CE56db41B015551D756,-73.4288471119323,-3878.1507552991334,-3878.1507552991334,13992.131000243146,13992.131000243146,1403.357681551877
1310,0xCC660E4a6B1b1766911bF5e75E10B6Aa66683B48,-73.43291588318938,-295.30872935319786,-295.30872935319786,1615.0338681838632,1615.0338681838632,106.8388985892211
1311,0x282742940eE0b7ed028Bb48052Bb4922282234dA,-73.45229111452367,-673766.1293364787,-673766.1293364787,4587809.549295755,4587809.549295755,
1312,0x8F739B0292311e03025797517B8F4689DBA67b96,-73.797466404221,-8752.565852896316,-8752.565852896316,46380.47469566473,46380.47469566473,
1313,0x3F603a18Bed7cc5CeEFdC83ff1CE0CF5B3764e2e,-74.15229067802866,-721.1903587768741,-721.1903587768741,7043.236184031692,7043.236184031692,
1314,0xD3E0BE9C7F600F1A55F4e8f46c247B383f22a442,-74.66291692744981,-7272.559945888541,-7272.559945888541,75821.03223979985,75821.03223979985,
1315,0x6Fe76718a1f727412AD3213d3fe27e9EAa50d65A,-75.13343475353442,-66910.35948073519,-66910.35948073519,248122.70431020067,248122.70431020067,
1316,0x60B1F0766399E7B2596472e521722AAD8C02ffCb,-75.27048175394,-132.10059083269016,-132.10059083269016,1005.2588487701121,1005.2588487701121,43.40059868344499
1317,0xc9Ee17Bbf901B34D3B4051535540f4c4dE183651,-75.28757446313564,-25899.733861846693,-25899.733861846693,82374.86899646942,82374.86899646942,
1318,0x8aa0CB1f9682A62bc7DfB45a35521A3FB96F1615,-75.3142682931912,-277056.55386046483,-277056.55386046483,1643844.7728417015,1643844.7728417015,186.44486817867624
1319,0x4dAf8ce9D729ca4F121381ec4B22123627C1C004,-76.4222126885707,-31033.34802497607,-31033.34802497607,408005.59639729577,408005.59639729577,
1320,0xaEd6b9F7265baC6441E3fdcFD64E473934Fbe1Ba,-76.80563935488223,-358.71723767930513,-358.71723767930513,5784.852893583889,5784.852893583889,
1321,0x5d95D8768B4Db7A4f7602e00e25AaEfCE0aE3D59,-76.82508723670648,-1208.1541312098063,-1208.1541312098063,7644.51837897125,7644.51837897125,
